Filepath,Id
train/171.Myrtle_Warbler/Myrtle_Warbler_0100_166871.jpg,47
train/040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0056_30570.jpg,48
train/131.Vesper_Sparrow/Vesper_Sparrow_0051_125587.jpg,49
train/074.Florida_Jay/Florida_Jay_0047_65088.jpg,50
train/051.Horned_Grebe/Horned_Grebe_0114_34517.jpg,51
train/055.Evening_Grosbeak/Evening_Grosbeak_0015_37238.jpg,52
train/071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0017_797081.jpg,53
train/083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0084_73247.jpg,54
train/031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0091_26246.jpg,55
train/118.House_Sparrow/House_Sparrow_0120_113001.jpg,56
train/047.American_Goldfinch/American_Goldfinch_0121_32725.jpg,57
train/163.Cape_May_Warbler/Cape_May_Warbler_0001_139008.jpg,58
train/021.Eastern_Towhee/Eastern_Towhee_0129_22358.jpg,59
train/072.Pomarine_Jaeger/Pomarine_Jaeger_0014_61335.jpg,60
train/073.Blue_Jay/Blue_Jay_0038_62784.jpg,61
train/109.American_Redstart/American_Redstart_0071_103266.jpg,62
train/082.Ringed_Kingfisher/Ringed_Kingfisher_0073_73118.jpg,63
train/053.Western_Grebe/Western_Grebe_0014_36185.jpg,64
train/076.Dark_eyed_Junco/Dark_Eyed_Junco_0103_67700.jpg,65
train/197.Marsh_Wren/Marsh_Wren_0044_188270.jpg,66
train/165.Chestnut_sided_Warbler/Chestnut_Sided_Warbler_0096_163672.jpg,67
train/087.Mallard/Mallard_0025_76465.jpg,68
train/192.Downy_Woodpecker/Downy_Woodpecker_0005_184098.jpg,69
train/014.Indigo_Bunting/Indigo_Bunting_0029_13761.jpg,70
train/150.Sage_Thrasher/Sage_Thrasher_0085_155562.jpg,71
train/051.Horned_Grebe/Horned_Grebe_0031_34626.jpg,72
train/036.Northern_Flicker/Northern_Flicker_0094_28726.jpg,73
train/106.Horned_Puffin/Horned_Puffin_0001_100973.jpg,74
train/158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0090_797128.jpg,75
train/086.Pacific_Loon/Pacific_Loon_0022_75405.jpg,76
train/055.Evening_Grosbeak/Evening_Grosbeak_0001_37437.jpg,77
train/142.Black_Tern/Black_Tern_0006_144646.jpg,78
train/100.Brown_Pelican/Brown_Pelican_0013_93589.jpg,79
train/090.Red_breasted_Merganser/Red_Breasted_Merganser_0064_79563.jpg,80
train/171.Myrtle_Warbler/Myrtle_Warbler_0091_166762.jpg,81
train/192.Downy_Woodpecker/Downy_Woodpecker_0029_184046.jpg,82
train/035.Purple_Finch/Purple_Finch_0133_27928.jpg,83
train/045.Northern_Fulmar/Northern_Fulmar_0021_43743.jpg,84
train/170.Mourning_Warbler/Mourning_Warbler_0054_795387.jpg,85
train/029.American_Crow/American_Crow_0059_25599.jpg,86
train/066.Western_Gull/Western_Gull_0062_53538.jpg,87
train/014.Indigo_Bunting/Indigo_Bunting_0080_13416.jpg,88
train/195.Carolina_Wren/Carolina_Wren_0011_186871.jpg,89
train/161.Blue_winged_Warbler/Blue_Winged_Warbler_0043_161804.jpg,90
train/127.Savannah_Sparrow/Savannah_Sparrow_0058_118323.jpg,91
train/054.Blue_Grosbeak/Blue_Grosbeak_0053_36709.jpg,92
train/197.Marsh_Wren/Marsh_Wren_0069_188776.jpg,93
train/173.Orange_crowned_Warbler/Orange_Crowned_Warbler_0119_167658.jpg,94
train/146.Forsters_Tern/Forsters_Tern_0070_152107.jpg,95
train/112.Great_Grey_Shrike/Great_Grey_Shrike_0027_797009.jpg,96
train/131.Vesper_Sparrow/Vesper_Sparrow_0045_125643.jpg,97
train/038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0064_29546.jpg,98
train/055.Evening_Grosbeak/Evening_Grosbeak_0129_37831.jpg,99
train/103.Sayornis/Sayornis_0109_98906.jpg,100
train/152.Blue_headed_Vireo/Blue_Headed_Vireo_0010_156344.jpg,101
train/198.Rock_Wren/Rock_Wren_0062_189045.jpg,102
train/172.Nashville_Warbler/Nashville_Warbler_0102_167195.jpg,103
train/048.European_Goldfinch/European_Goldfinch_0052_33082.jpg,104
train/093.Clark_Nutcracker/Clark_Nutcracker_0113_85587.jpg,105
train/080.Green_Kingfisher/Green_Kingfisher_0031_71229.jpg,106
train/035.Purple_Finch/Purple_Finch_0020_27961.jpg,107
train/131.Vesper_Sparrow/Vesper_Sparrow_0028_118217.jpg,108
train/029.American_Crow/American_Crow_0050_25255.jpg,109
train/173.Orange_crowned_Warbler/Orange_Crowned_Warbler_0066_167949.jpg,110
train/108.White_necked_Raven/White_Necked_Raven_0034_102598.jpg,111
train/142.Black_Tern/Black_Tern_0013_143892.jpg,112
train/136.Barn_Swallow/Barn_Swallow_0027_129978.jpg,113
train/083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0109_73683.jpg,114
train/053.Western_Grebe/Western_Grebe_0048_36399.jpg,115
train/074.Florida_Jay/Florida_Jay_0021_64698.jpg,116
train/161.Blue_winged_Warbler/Blue_Winged_Warbler_0052_161739.jpg,117
train/047.American_Goldfinch/American_Goldfinch_0134_32409.jpg,118
train/138.Tree_Swallow/Tree_Swallow_0050_135104.jpg,119
train/106.Horned_Puffin/Horned_Puffin_0038_100635.jpg,120
train/154.Red_eyed_Vireo/Red_Eyed_Vireo_0016_156971.jpg,121
train/050.Eared_Grebe/Eared_Grebe_0037_34169.jpg,122
train/055.Evening_Grosbeak/Evening_Grosbeak_0122_37864.jpg,123
train/122.Harris_Sparrow/Harris_Sparrow_0059_116608.jpg,124
train/080.Green_Kingfisher/Green_Kingfisher_0069_71053.jpg,125
train/038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0068_29416.jpg,126
train/174.Palm_Warbler/Palm_Warbler_0056_168740.jpg,127
train/145.Elegant_Tern/Elegant_Tern_0036_150972.jpg,128
train/109.American_Redstart/American_Redstart_0041_103717.jpg,129
train/159.Black_and_white_Warbler/Black_And_White_Warbler_0119_160898.jpg,130
train/183.Northern_Waterthrush/Northern_Waterthrush_0090_177283.jpg,131
train/025.Pelagic_Cormorant/Pelagic_Cormorant_0063_23515.jpg,132
train/143.Caspian_Tern/Caspian_Tern_0023_147194.jpg,133
train/195.Carolina_Wren/Carolina_Wren_0062_186390.jpg,134
train/102.Western_Wood_Pewee/Western_Wood_Pewee_0011_98205.jpg,135
train/010.Red_winged_Blackbird/Red_Winged_Blackbird_0020_4050.jpg,136
train/170.Mourning_Warbler/Mourning_Warbler_0005_795372.jpg,137
train/132.White_crowned_Sparrow/White_Crowned_Sparrow_0118_127919.jpg,138
train/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0064_86324.jpg,139
train/184.Louisiana_Waterthrush/Louisiana_Waterthrush_0032_177385.jpg,140
train/059.California_Gull/California_Gull_0123_41330.jpg,141
train/069.Rufous_Hummingbird/Rufous_Hummingbird_0037_60415.jpg,142
train/072.Pomarine_Jaeger/Pomarine_Jaeger_0028_795797.jpg,143
train/163.Cape_May_Warbler/Cape_May_Warbler_0076_163075.jpg,144
train/111.Loggerhead_Shrike/Loggerhead_Shrike_0021_104885.jpg,145
train/111.Loggerhead_Shrike/Loggerhead_Shrike_0116_105286.jpg,146
train/111.Loggerhead_Shrike/Loggerhead_Shrike_0026_104898.jpg,147
train/085.Horned_Lark/Horned_Lark_0087_73989.jpg,148
train/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0025_85803.jpg,149
train/041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0098_41731.jpg,150
train/061.Heermann_Gull/Heermann_Gull_0075_45295.jpg,151
train/071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0065_61042.jpg,152
train/140.Summer_Tanager/Summer_Tanager_0059_140582.jpg,153
train/150.Sage_Thrasher/Sage_Thrasher_0021_155548.jpg,154
train/188.Pileated_Woodpecker/Pileated_Woodpecker_0002_180024.jpg,155
train/142.Black_Tern/Black_Tern_0023_143985.jpg,156
train/103.Sayornis/Sayornis_0067_98930.jpg,157
train/134.Cape_Glossy_Starling/Cape_Glossy_Starling_0080_129362.jpg,158
train/072.Pomarine_Jaeger/Pomarine_Jaeger_0006_795775.jpg,159
train/013.Bobolink/Bobolink_0007_9246.jpg,160
train/199.Winter_Wren/Winter_Wren_0112_189507.jpg,161
train/079.Belted_Kingfisher/Belted_Kingfisher_0077_70620.jpg,162
train/026.Bronzed_Cowbird/Bronzed_Cowbird_0074_24045.jpg,163
train/056.Pine_Grosbeak/Pine_Grosbeak_0033_38945.jpg,164
train/182.Yellow_Warbler/Yellow_Warbler_0028_176391.jpg,165
train/031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0095_795307.jpg,166
train/096.Hooded_Oriole/Hooded_Oriole_0002_91034.jpg,167
train/042.Vermilion_Flycatcher/Vermilion_Flycatcher_0019_42241.jpg,168
train/001.Black_footed_Albatross/Black_Footed_Albatross_0078_796126.jpg,169
train/025.Pelagic_Cormorant/Pelagic_Cormorant_0009_23561.jpg,170
train/191.Red_headed_Woodpecker/Red_Headed_Woodpecker_0089_183435.jpg,171
train/144.Common_Tern/Common_Tern_0075_148528.jpg,172
train/086.Pacific_Loon/Pacific_Loon_0051_75514.jpg,173
train/089.Hooded_Merganser/Hooded_Merganser_0012_796748.jpg,174
train/186.Cedar_Waxwing/Cedar_Waxwing_0015_178818.jpg,175
train/073.Blue_Jay/Blue_Jay_0020_63604.jpg,176
train/200.Common_Yellowthroat/Common_Yellowthroat_0025_190547.jpg,177
train/150.Sage_Thrasher/Sage_Thrasher_0068_155452.jpg,178
train/173.Orange_crowned_Warbler/Orange_Crowned_Warbler_0028_167641.jpg,179
train/026.Bronzed_Cowbird/Bronzed_Cowbird_0053_24170.jpg,180
train/123.Henslow_Sparrow/Henslow_Sparrow_0054_116850.jpg,181
train/156.White_eyed_Vireo/White_Eyed_Vireo_0030_159265.jpg,182
train/150.Sage_Thrasher/Sage_Thrasher_0038_155498.jpg,183
train/143.Caspian_Tern/Caspian_Tern_0063_146082.jpg,184
train/091.Mockingbird/Mockingbird_0082_80570.jpg,185
train/057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0063_39802.jpg,186
train/069.Rufous_Hummingbird/Rufous_Hummingbird_0060_58986.jpg,187
train/056.Pine_Grosbeak/Pine_Grosbeak_0083_38508.jpg,188
train/159.Black_and_white_Warbler/Black_And_White_Warbler_0077_160440.jpg,189
train/001.Black_footed_Albatross/Black_Footed_Albatross_0033_796086.jpg,190
train/159.Black_and_white_Warbler/Black_And_White_Warbler_0024_160057.jpg,191
train/175.Pine_Warbler/Pine_Warbler_0044_171104.jpg,192
train/170.Mourning_Warbler/Mourning_Warbler_0025_166608.jpg,193
train/042.Vermilion_Flycatcher/Vermilion_Flycatcher_0067_42185.jpg,194
train/159.Black_and_white_Warbler/Black_And_White_Warbler_0115_160654.jpg,195
train/136.Barn_Swallow/Barn_Swallow_0056_132916.jpg,196
train/036.Northern_Flicker/Northern_Flicker_0069_28924.jpg,197
train/177.Prothonotary_Warbler/Prothonotary_Warbler_0090_174183.jpg,198
train/090.Red_breasted_Merganser/Red_Breasted_Merganser_0003_79303.jpg,199
train/046.Gadwall/Gadwall_0027_30966.jpg,200
train/091.Mockingbird/Mockingbird_0108_81908.jpg,201
train/183.Northern_Waterthrush/Northern_Waterthrush_0009_177078.jpg,202
train/167.Hooded_Warbler/Hooded_Warbler_0058_164674.jpg,203
train/145.Elegant_Tern/Elegant_Tern_0048_150693.jpg,204
train/171.Myrtle_Warbler/Myrtle_Warbler_0074_166637.jpg,205
train/134.Cape_Glossy_Starling/Cape_Glossy_Starling_0007_129345.jpg,206
train/130.Tree_Sparrow/Tree_Sparrow_0081_124348.jpg,207
train/133.White_throated_Sparrow/White_Throated_Sparrow_0034_129054.jpg,208
train/120.Fox_Sparrow/Fox_Sparrow_0125_114557.jpg,209
train/163.Cape_May_Warbler/Cape_May_Warbler_0093_163089.jpg,210
train/030.Fish_Crow/Fish_Crow_0014_26041.jpg,211
train/131.Vesper_Sparrow/Vesper_Sparrow_0044_125470.jpg,212
train/038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0120_29472.jpg,213
train/192.Downy_Woodpecker/Downy_Woodpecker_0074_183907.jpg,214
train/139.Scarlet_Tanager/Scarlet_Tanager_0112_138695.jpg,215
train/142.Black_Tern/Black_Tern_0020_144163.jpg,216
train/122.Harris_Sparrow/Harris_Sparrow_0088_116445.jpg,217
train/029.American_Crow/American_Crow_0099_25717.jpg,218
train/175.Pine_Warbler/Pine_Warbler_0074_172061.jpg,219
train/081.Pied_Kingfisher/Pied_Kingfisher_0014_72119.jpg,220
train/057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0029_39434.jpg,221
train/067.Anna_Hummingbird/Anna_Hummingbird_0113_56296.jpg,222
train/001.Black_footed_Albatross/Black_Footed_Albatross_0031_100.jpg,223
train/154.Red_eyed_Vireo/Red_Eyed_Vireo_0054_157158.jpg,224
train/116.Chipping_Sparrow/Chipping_Sparrow_0079_110449.jpg,225
train/041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0123_41638.jpg,226
train/106.Horned_Puffin/Horned_Puffin_0045_100803.jpg,227
train/167.Hooded_Warbler/Hooded_Warbler_0130_164826.jpg,228
train/122.Harris_Sparrow/Harris_Sparrow_0089_116531.jpg,229
train/071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0038_797077.jpg,230
train/087.Mallard/Mallard_0044_76317.jpg,231
train/061.Heermann_Gull/Heermann_Gull_0015_41392.jpg,232
train/122.Harris_Sparrow/Harris_Sparrow_0081_116574.jpg,233
train/059.California_Gull/California_Gull_0067_40973.jpg,234
train/110.Geococcyx/Geococcyx_0067_104537.jpg,235
train/194.Cactus_Wren/Cactus_Wren_0008_186083.jpg,236
train/096.Hooded_Oriole/Hooded_Oriole_0124_90350.jpg,237
train/155.Warbling_Vireo/Warbling_Vireo_0030_158488.jpg,238
train/197.Marsh_Wren/Marsh_Wren_0006_188126.jpg,239
train/040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0072_796877.jpg,240
train/045.Northern_Fulmar/Northern_Fulmar_0016_43958.jpg,241
train/183.Northern_Waterthrush/Northern_Waterthrush_0047_177304.jpg,242
train/062.Herring_Gull/Herring_Gull_0105_46113.jpg,243
train/048.European_Goldfinch/European_Goldfinch_0089_33279.jpg,244
train/054.Blue_Grosbeak/Blue_Grosbeak_0033_36980.jpg,245
train/173.Orange_crowned_Warbler/Orange_Crowned_Warbler_0113_167984.jpg,246
train/152.Blue_headed_Vireo/Blue_Headed_Vireo_0118_156193.jpg,247
train/070.Green_Violetear/Green_Violetear_0022_60799.jpg,248
train/047.American_Goldfinch/American_Goldfinch_0118_32210.jpg,249
train/056.Pine_Grosbeak/Pine_Grosbeak_0059_38581.jpg,250
train/055.Evening_Grosbeak/Evening_Grosbeak_0115_37490.jpg,251
train/053.Western_Grebe/Western_Grebe_0038_36363.jpg,252
train/055.Evening_Grosbeak/Evening_Grosbeak_0120_37378.jpg,253
train/082.Ringed_Kingfisher/Ringed_Kingfisher_0004_72966.jpg,254
train/099.Ovenbird/Ovenbird_0081_93115.jpg,255
train/118.House_Sparrow/House_Sparrow_0011_112099.jpg,256
train/031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0024_795331.jpg,257
train/096.Hooded_Oriole/Hooded_Oriole_0067_90416.jpg,258
train/030.Fish_Crow/Fish_Crow_0076_25971.jpg,259
train/102.Western_Wood_Pewee/Western_Wood_Pewee_0040_795051.jpg,260
train/170.Mourning_Warbler/Mourning_Warbler_0007_166500.jpg,261
train/198.Rock_Wren/Rock_Wren_0065_188995.jpg,262
train/052.Pied_billed_Grebe/Pied_Billed_Grebe_0013_35882.jpg,263
train/035.Purple_Finch/Purple_Finch_0119_27260.jpg,264
train/156.White_eyed_Vireo/White_Eyed_Vireo_0033_159079.jpg,265
train/106.Horned_Puffin/Horned_Puffin_0068_100872.jpg,266
train/134.Cape_Glossy_Starling/Cape_Glossy_Starling_0022_129414.jpg,267
train/013.Bobolink/Bobolink_0057_10051.jpg,268
train/038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0048_29586.jpg,269
train/090.Red_breasted_Merganser/Red_Breasted_Merganser_0074_79497.jpg,270
train/071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0037_797099.jpg,271
train/057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0117_39601.jpg,272
train/142.Black_Tern/Black_Tern_0025_144503.jpg,273
train/091.Mockingbird/Mockingbird_0056_81986.jpg,274
train/041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0062_41952.jpg,275
train/175.Pine_Warbler/Pine_Warbler_0010_171239.jpg,276
train/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0042_86488.jpg,277
train/173.Orange_crowned_Warbler/Orange_Crowned_Warbler_0027_168381.jpg,278
train/074.Florida_Jay/Florida_Jay_0016_65051.jpg,279
train/198.Rock_Wren/Rock_Wren_0038_189328.jpg,280
train/086.Pacific_Loon/Pacific_Loon_0020_75596.jpg,281
train/132.White_crowned_Sparrow/White_Crowned_Sparrow_0047_127575.jpg,282
train/044.Frigatebird/Frigatebird_0040_42860.jpg,283
train/079.Belted_Kingfisher/Belted_Kingfisher_0020_70922.jpg,284
train/120.Fox_Sparrow/Fox_Sparrow_0065_114945.jpg,285
train/013.Bobolink/Bobolink_0013_9367.jpg,286
train/162.Canada_Warbler/Canada_Warbler_0063_162324.jpg,287
train/120.Fox_Sparrow/Fox_Sparrow_0138_114586.jpg,288
train/197.Marsh_Wren/Marsh_Wren_0103_188483.jpg,289
train/013.Bobolink/Bobolink_0124_10182.jpg,290
train/112.Great_Grey_Shrike/Great_Grey_Shrike_0025_106622.jpg,291
train/074.Florida_Jay/Florida_Jay_0083_64599.jpg,292
train/148.Green_tailed_Towhee/Green_Tailed_Towhee_0030_797417.jpg,293
train/077.Tropical_Kingbird/Tropical_Kingbird_0110_69731.jpg,294
train/137.Cliff_Swallow/Cliff_Swallow_0017_133806.jpg,295
train/106.Horned_Puffin/Horned_Puffin_0003_101045.jpg,296
train/089.Hooded_Merganser/Hooded_Merganser_0046_796764.jpg,297
train/099.Ovenbird/Ovenbird_0047_93203.jpg,298
train/175.Pine_Warbler/Pine_Warbler_0102_171147.jpg,299
train/080.Green_Kingfisher/Green_Kingfisher_0077_71129.jpg,300
train/063.Ivory_Gull/Ivory_Gull_0055_49353.jpg,301
train/173.Orange_crowned_Warbler/Orange_Crowned_Warbler_0015_168196.jpg,302
train/165.Chestnut_sided_Warbler/Chestnut_Sided_Warbler_0036_163622.jpg,303
train/127.Savannah_Sparrow/Savannah_Sparrow_0124_118820.jpg,304
train/092.Nighthawk/Nighthawk_0054_795337.jpg,305
train/089.Hooded_Merganser/Hooded_Merganser_0066_796755.jpg,306
train/158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0087_797122.jpg,307
train/102.Western_Wood_Pewee/Western_Wood_Pewee_0031_795038.jpg,308
train/089.Hooded_Merganser/Hooded_Merganser_0073_796726.jpg,309
train/186.Cedar_Waxwing/Cedar_Waxwing_0029_179569.jpg,310
train/026.Bronzed_Cowbird/Bronzed_Cowbird_0026_796229.jpg,311
train/200.Common_Yellowthroat/Common_Yellowthroat_0111_190569.jpg,312
train/173.Orange_crowned_Warbler/Orange_Crowned_Warbler_0094_167584.jpg,313
train/031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0058_795292.jpg,314
train/152.Blue_headed_Vireo/Blue_Headed_Vireo_0039_156397.jpg,315
train/123.Henslow_Sparrow/Henslow_Sparrow_0042_796595.jpg,316
train/010.Red_winged_Blackbird/Red_Winged_Blackbird_0081_6081.jpg,317
train/138.Tree_Swallow/Tree_Swallow_0074_135219.jpg,318
train/128.Seaside_Sparrow/Seaside_Sparrow_0054_796507.jpg,319
train/085.Horned_Lark/Horned_Lark_0033_74344.jpg,320
train/189.Red_bellied_Woodpecker/Red_Bellied_Woodpecker_0075_180788.jpg,321
train/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0036_86596.jpg,322
train/155.Warbling_Vireo/Warbling_Vireo_0019_158313.jpg,323
train/159.Black_and_white_Warbler/Black_And_White_Warbler_0070_160354.jpg,324
train/156.White_eyed_Vireo/White_Eyed_Vireo_0064_159286.jpg,325
train/163.Cape_May_Warbler/Cape_May_Warbler_0033_162657.jpg,326
train/067.Anna_Hummingbird/Anna_Hummingbird_0037_56587.jpg,327
train/146.Forsters_Tern/Forsters_Tern_0126_151257.jpg,328
train/102.Western_Wood_Pewee/Western_Wood_Pewee_0010_98204.jpg,329
train/127.Savannah_Sparrow/Savannah_Sparrow_0035_120099.jpg,330
train/108.White_necked_Raven/White_Necked_Raven_0009_102518.jpg,331
train/132.White_crowned_Sparrow/White_Crowned_Sparrow_0054_126068.jpg,332
train/030.Fish_Crow/Fish_Crow_0001_26031.jpg,333
train/066.Western_Gull/Western_Gull_0100_54761.jpg,334
train/164.Cerulean_Warbler/Cerulean_Warbler_0040_163219.jpg,335
train/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0117_115983.jpg,336
train/162.Canada_Warbler/Canada_Warbler_0008_162416.jpg,337
train/021.Eastern_Towhee/Eastern_Towhee_0095_22594.jpg,338
train/172.Nashville_Warbler/Nashville_Warbler_0127_167494.jpg,339
train/036.Northern_Flicker/Northern_Flicker_0111_28402.jpg,340
train/148.Green_tailed_Towhee/Green_Tailed_Towhee_0101_154907.jpg,341
train/152.Blue_headed_Vireo/Blue_Headed_Vireo_0075_156181.jpg,342
train/123.Henslow_Sparrow/Henslow_Sparrow_0112_116845.jpg,343
train/158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0095_797113.jpg,344
train/026.Bronzed_Cowbird/Bronzed_Cowbird_0055_24076.jpg,345
train/055.Evening_Grosbeak/Evening_Grosbeak_0011_37913.jpg,346
train/077.Tropical_Kingbird/Tropical_Kingbird_0038_69455.jpg,347
train/103.Sayornis/Sayornis_0080_98518.jpg,348
train/053.Western_Grebe/Western_Grebe_0099_36112.jpg,349
train/102.Western_Wood_Pewee/Western_Wood_Pewee_0001_98045.jpg,350
train/066.Western_Gull/Western_Gull_0024_53631.jpg,351
train/056.Pine_Grosbeak/Pine_Grosbeak_0046_38275.jpg,352
train/145.Elegant_Tern/Elegant_Tern_0047_150626.jpg,353
train/096.Hooded_Oriole/Hooded_Oriole_0084_90607.jpg,354
train/071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0029_61101.jpg,355
train/155.Warbling_Vireo/Warbling_Vireo_0132_158420.jpg,356
train/197.Marsh_Wren/Marsh_Wren_0102_188654.jpg,357
train/180.Wilson_Warbler/Wilson_Warbler_0064_175361.jpg,358
train/052.Pied_billed_Grebe/Pied_Billed_Grebe_0122_35970.jpg,359
train/108.White_necked_Raven/White_Necked_Raven_0016_797385.jpg,360
train/076.Dark_eyed_Junco/Dark_Eyed_Junco_0093_67335.jpg,361
train/013.Bobolink/Bobolink_0107_10252.jpg,362
train/156.White_eyed_Vireo/White_Eyed_Vireo_0135_158955.jpg,363
train/066.Western_Gull/Western_Gull_0051_54320.jpg,364
train/199.Winter_Wren/Winter_Wren_0047_190390.jpg,365
train/118.House_Sparrow/House_Sparrow_0015_111085.jpg,366
train/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0077_116127.jpg,367
train/170.Mourning_Warbler/Mourning_Warbler_0042_166493.jpg,368
train/176.Prairie_Warbler/Prairie_Warbler_0021_172902.jpg,369
train/118.House_Sparrow/House_Sparrow_0061_112795.jpg,370
train/162.Canada_Warbler/Canada_Warbler_0076_162393.jpg,371
train/183.Northern_Waterthrush/Northern_Waterthrush_0082_177243.jpg,372
train/131.Vesper_Sparrow/Vesper_Sparrow_0083_125718.jpg,373
train/049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0027_33743.jpg,374
train/062.Herring_Gull/Herring_Gull_0082_47540.jpg,375
train/130.Tree_Sparrow/Tree_Sparrow_0025_124233.jpg,376
train/068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0059_58210.jpg,377
train/077.Tropical_Kingbird/Tropical_Kingbird_0003_69852.jpg,378
train/198.Rock_Wren/Rock_Wren_0042_189006.jpg,379
